sim_id,movienames
527,004795_LUS_ORFA_|024587_LUS_MONGOL_66732000_|003150_LUS_DIARIODAPRINCESA_|002275_LUS_VELOCIDADEMFURIOSA_|028485_LUS_FRAGILSOMMOTOR_66038000_|000812_LUS_MATADORAS_|020480_LUS_NALIEUE13ULT_61619000_|028488_LUS_TURBULENCIASAMOR_67032000_|016576_LUS_GARFIELD2_65257000_|016589_LUS_METODPERIGOSO_5027000_|020719_LUS_SCARYMOVIE3_63800000_|015188_LUS_HOSPICIO_61785000_|015796_LUS_GATOBOTAS_VP_63550000_|002578_LUS_OELEFANTEAZUL_|017847_LUS_GHOSTRIDERVING_63304000_
528,024595_LUS_DUPLOIMPACTO_65440000_|018778_LUS_AMYWINEADEUS_64700000_|010931_LUS_DISCURSODOREI_|021987_LUS_MUNDENCANTGIGI_60283000_VP_|005738_LUS_REIESCORPIAO_|014177_LUS_SPYKIDS4_|026515_LUS_CATCH44_63349000_|027117_LUS_10ANOSDEPOIS_66422000_|015188_LUS_HOSPICIO_61785000_|003150_LUS_DIARIODAPRINCESA_|025658_LUS_KICKBOXER3_55744000_|000102_LUS_BRATZOFILMEVDOB_|011003_LUS_GNOMEUEJULIETA_VP_|027692_LUS_MALDICAOCHUCKY_67183000_|010083_LUS_PRECOTRAICAO_
529,008745_LUS_300_|025684_LUS_ZARAFA_VP_65340000_|008179_LUS_OSMERCENARIOS_|016321_LUS_RIO_VP_64471000_|000092_LUS_TURISTAS_|022529_LUS_LOLAVERSUS_63741000_|029318_LUS_TEMOSFALARSOBKEVIN_65924000_|002008_LUS_QUEMQUERSMILION_HD_|016589_LUS_METODPERIGOSO_5027000_|024310_LUS_ANITAVOL1_DIAMAE_63310_695482D_|000055_LUS_TCAESMERECEMCEU_|023518_LUS_SAFEOINTOCAVEL_66511000_|026969_LUS_ARANHAS_63574000_|016614_LUS_ATOUPEIRA_5259000_|022536_LUS_OSUBSTITUTO_66413000_
530,015171_LUS_GANGSTERAMERICA_59235000_|026902_LUS_GRANDEDIA_63777000_|016335_LUS_PINGUINSSRPOPPER_65269000_|000104_LUS_COLECCIONADOROLHOS_|019938_LUS_DAMADEFERRO_65660000_|002205_LUS_ENGATE_|000248_LUS_CRIMEPADREAMARO_|003004_LUS_CORALINE_|022076_LUS_OSILENCIO_66325000_|004354_LUS_HARRYPOTTPRINCMIST_|000291_LUS_ASTERIXVIKINGSVP_|017825_LUS_PROMETAMARTE_63263000_|002027_LUS_DARKKNIGHT_HD_|022540_LUS_VINGANCA_61834000_|016600_LUS_XMENCONFRONTO_65292000_
531,005372_LUS_PLANETA51_VP_|015162_LUS_MEDOPROFUNDO_63035000_|022077_LUS_HESHER_61764000_|025706_LUS_BRACODIREITSATAN_56325000_|026476_LUS_ERA1VEZ1PAI_55949000_|008745_LUS_300_|000152_LUS_DUMBO_|023531_LUS_VIDASECRETGATOS_53490000_|017090_LUS_ESPIAOFANTASM_62833000_|003004_LUS_CORALINE_|000069_LUS_TMNTNOVAAVENTURA_|019363_LUS_ESPELHOMEU_VP_63742000_VP_|024595_LUS_DUPLOIMPACTO_65440000_|003018_LUS_ZACKMIRIFAZEMPORNO_|001353_LUS_BUSCAIMPLACAVEL_
532,017847_LUS_GHOSTRIDERVING_63304000_|017090_LUS_ESPIAOFANTASM_62833000_|026515_LUS_CATCH44_63349000_|010427_LUS_SONHADORES_|015851_LUS_1CALOIR7PASPALH_58698000_|012945_LUS_EMPRESTATEUNAMOR_|024537_LUS_TRIBO_59072000_|000152_LUS_DUMBO_|012550_LUS_WINXAVENTURAMAGICA_|021930_LUS_POCAHONTASVP_27878000_VP_|026645_LUS_BALACERTEIRA_67106000_|022581_LUS_SABORPAIXAO_56589000_|016574_LUS_HORTONEQUEM_VP_65251000_|008147_LUS_HOMEMDEFERRO2_|022077_LUS_HESHER_61764000_
533,029647_LUS_ROMANCEARRISCADO_55158000_|017825_LUS_PROMETAMARTE_63263000_|009363_LUS_ULTIMOEXORCISMO_|022077_LUS_HESHER_61764000_|002560_LUS_VELFUR_LIGATOQUIO_|021942_LUS_NATALPERDIDO_65362000_|002008_LUS_QUEMQUERSMILION_HD_|008413_LUS_ECLIPSE_|025076_LUS_SEMTI_61341000_|016589_LUS_METODPERIGOSO_5027000_|015796_LUS_GATOBOTAS_VP_63550000_|026461_LUS_DESPERTAR_63765000_|028333_LUS_POKEMON5_55561000_|028732_LUS_MEDOPRIMARIO_66502000_|000291_LUS_ASTERIXVIKINGSVP_
534,027942_LUS_AVENTPEQPOLEGAREZINHA_54753000_VP_|019934_LUS_1MONSTROPARIS_61442000_VP_|028401_LUS_GARFIELDFESTIVCOMED_61365000_VP_|022540_LUS_VINGANCA_61834000_|022076_LUS_OSILENCIO_66325000_|002275_LUS_VELOCIDADEMFURIOSA_|008745_LUS_300_|003018_LUS_ZACKMIRIFAZEMPORNO_|013660_LUS_TINHASMSMSERTU_|000293_LUS_WINX_VP_|000102_LUS_BRATZOFILMEVDOB_|010083_LUS_PRECOTRAICAO_|022581_LUS_SABORPAIXAO_56589000_|016624_LUS_IDADEGELO3_VP_65261000_|005736_LUS_JOGO_HD_
535,028365_LUS_1CONTODENATAL_52455000_VP_|000008_LUS_CIDADEBAIXA_|000812_LUS_MATADORAS_|018778_LUS_AMYWINEADEUS_64700000_|005372_LUS_PLANETA51_VP_|025701_LUS_SNITCH_63868000_|025702_LUS_7PSICOPATAS_66281000_|003018_LUS_ZACKMIRIFAZEMPORNO_|025684_LUS_ZARAFA_VP_65340000_|001097_LUS_STEPUP_|022541_LUS_RAPTADOS_60344000_|026645_LUS_BALACERTEIRA_67106000_|020184_LUS_LOCKOUT_63737000_|015796_LUS_GATOBOTAS_VP_63550000_|022581_LUS_SABORPAIXAO_56589000_
536,000244_LUS_B13GANGSBAIRRO13_|017789_LUS_IDSECRETA_65581000_|023518_LUS_SAFEOINTOCAVEL_66511000_|020180_LUS_DESCARADAMENTEINFIEIS_64420000_|022529_LUS_LOLAVERSUS_63741000_|026458_LUS_LADRCOMESTILO_63638000_|012550_LUS_WINXAVENTURAMAGICA_|018827_LUS_APRESA_64399000_|001353_LUS_BUSCAIMPLACAVEL_|020746_LUS_CHOKDEEARTCAMP_66089000_|028369_LUS_CENARIOMORTAL_67324000_|000209_LUS_PAPUCAEDENTUCA_|016335_LUS_PINGUINSSRPOPPER_65269000_|017866_LUS_VERGONHA_63394000_|022076_LUS_OSILENCIO_66325000_
537,000080_LUS_SAW3OLEGADO_|021285_LUS_MATCASREENCARN_61631000_|008413_LUS_ECLIPSE_|008770_LUS_STEPUP3_|012908_LUS_BEASTLY_|024537_LUS_TRIBO_59072000_|014691_LUS_WANTED_|028731_LUS_116DESVIOMILHOES_66381000_|024204_LUS_RUCACLUBECO_VOL6_63914_695370D_|028345_LUS_CHIMPASEMPERIGO_55136000_|013410_LUS_ARTURVING2_VP_HD_|000138_LUS_AMOREODESASTRES_|002578_LUS_OELEFANTEAZUL_|009363_LUS_ULTIMOEXORCISMO_|008147_LUS_HOMEMDEFERRO2_
538,025702_LUS_7PSICOPATAS_66281000_|000092_LUS_TURISTAS_|027940_LUS_HOSPEDESINDESEJADOS_67234000|026877_LUS_PANTERACOROSA_65436000_|010427_LUS_SONHADORES_|016321_LUS_RIO_VP_64471000_|017825_LUS_PROMETAMARTE_63263000_|013634_LUS_LARRYCROWNE_|024858_LUS_CATWOMAN_62067000_|024205_LUS_AMERICANPIE1VEZ_51394000_|024227_LUS_PATOLOGIA_59218000_|026461_LUS_DESPERTAR_63765000_|004421_LUS_INIMIGOSPUBLICOS_|000080_LUS_SAW3OLEGADO_|027490_LUS_TOMASEAMIGANIMZOO_63527_695659D_
539,013410_LUS_ARTURVING2_VP_HD_|026880_LUS_HOMEMABATER_64426000_|001080_LUS_HISTINTERMINAVEL_|029107_LUS_DIARPRINCNOIVREAL_55797000_|027692_LUS_MALDICAOCHUCKY_67183000_|000104_LUS_COLECCIONADOROLHOS_|016335_LUS_PINGUINSSRPOPPER_65269000_|028333_LUS_POKEMON5_55561000_|012945_LUS_EMPRESTATEUNAMOR_|026902_LUS_GRANDEDIA_63777000_|017109_LUS_HOMEMNOLIMITE_63401000_|020184_LUS_LOCKOUT_63737000_|023518_LUS_SAFEOINTOCAVEL_66511000_|000152_LUS_DUMBO_|026877_LUS_PANTERACOROSA_65436000_
540,008541_LUS_GRANDEMOCAMEU_|011979_LUS_SAW6_|002560_LUS_VELFUR_LIGATOQUIO_|016624_LUS_IDADEGELO3_VP_65261000_|007405_LUS_ASTROBOY_|025071_LUS_CRONARNIAVIAGCAMALV_64467000_|022541_LUS_RAPTADOS_60344000_|024204_LUS_RUCACLUBECO_VOL6_63914_695370D_|001547_LUS_TWILIGHT_HD_|012945_LUS_EMPRESTATEUNAMOR_|029107_LUS_DIARPRINCNOIVREAL_55797000_|000265_LUS_SAWENIGMAMORTAL_|020701_LUS_MIRASSASSINO_63171000_|024203_LUS_PEQNICOLAS_VOL8_62592_695371D_|022076_LUS_OSILENCIO_66325000_
541,022030_LUS_MARGINAIS_66299000_|024864_LUS_CISNENEGRO_64470000_|003006_LUS_NOLIMITEDOAMOR_|010931_LUS_DISCURSODOREI_|026476_LUS_ERA1VEZ1PAI_55949000_|016589_LUS_METODPERIGOSO_5027000_|002208_LUS_OGLADIADOR_|029318_LUS_TEMOSFALARSOBKEVIN_65924000_|019938_LUS_DAMADEFERRO_65660000_|003004_LUS_CORALINE_|016333_LUS_XMENOINICIO_65291000_|012618_LUS_THEMECHANICOPROFISSIONAL_|028367_LUS_VIDAN1MOMENTO_67281000_|028401_LUS_GARFIELDFESTIVCOMED_61365000_VP_|013644_LUS_DIARIONPAIXAO_
542,026877_LUS_PANTERACOROSA_65436000_|022541_LUS_RAPTADOS_60344000_|018789_LUS_EUSOUALENDA_62106000_|026458_LUS_LADRCOMESTILO_63638000_|026969_LUS_ARANHAS_63574000_|020157_LUS_ACEVENTURADETANIM_26668000_|025114_LUS_CACADORULTIGRTASM_64724000_|003018_LUS_ZACKMIRIFAZEMPORNO_|012550_LUS_WINXAVENTURAMAGICA_|024864_LUS_CISNENEGRO_64470000_|021994_LUS_FILHOSHUANGSHI_58175000_|022077_LUS_HESHER_61764000_|001023_LUS_HOMEMDEFERRO_|027942_LUS_AVENTPEQPOLEGAREZINHA_54753000_VP_|014691_LUS_WANTED_
543,003018_LUS_ZACKMIRIFAZEMPORNO_|000293_LUS_WINX_VP_|028345_LUS_CHIMPASEMPERIGO_55136000_|011407_LUS_THEDEPARTED_|002213_LUS_MAMMAMIA_HD_|026515_LUS_CATCH44_63349000_|012550_LUS_WINXAVENTURAMAGICA_|016576_LUS_GARFIELD2_65257000_|018836_LUS_GETSMARTOLHOVIVO_62092000_|013660_LUS_TINHASMSMSERTU_|027111_LUS_MANUALDAMOR_63585000_|001348_LUS_SAW5_|026512_LUS_FORCAG_61528000_VP_|003150_LUS_DIARIODAPRINCESA_|029107_LUS_DIARPRINCNOIVREAL_55797000_
544,025913_LUS_PEQNICOLAS_T2_VOL1_63311_695602D_|017789_LUS_IDSECRETA_65581000_|002275_LUS_VELOCIDADEMFURIOSA_|017847_LUS_GHOSTRIDERVING_63304000_|022536_LUS_OSUBSTITUTO_66413000_|016574_LUS_HORTONEQUEM_VP_65251000_|005372_LUS_PLANETA51_VP_|009382_LUS_VINGSUPRHOMFERRO_|024537_LUS_TRIBO_59072000_|028405_LUS_3096DIAS_65991000_|017153_LUS_NIKOTPNATAL_VP_65538_|016631_LUS_JUSTICA_62092000_|022529_LUS_LOLAVERSUS_63741000_|002006_LUS_ADUQUESA_HD_|026461_LUS_DESPERTAR_63765000_
545,021942_LUS_NATALPERDIDO_65362000_|029647_LUS_ROMANCEARRISCADO_55158000_|005738_LUS_REIESCORPIAO_|013634_LUS_LARRYCROWNE_|021987_LUS_MUNDENCANTGIGI_60283000_VP_|010965_LUS_BLUEVALENTINE_|024537_LUS_TRIBO_59072000_|001547_LUS_TWILIGHT_HD_|000248_LUS_CRIMEPADREAMARO_|017090_LUS_ESPIAOFANTASM_62833000_|008413_LUS_ECLIPSE_|021285_LUS_MATCASREENCARN_61631000_|021995_LUS_MORTENEGRA_60346000_|007405_LUS_ASTROBOY_|024864_LUS_CISNENEGRO_64470000_
546,017789_LUS_IDSECRETA_65581000_|026877_LUS_PANTERACOROSA_65436000_|008492_LUS_DARTACAO_OFILME_|002560_LUS_VELFUR_LIGATOQUIO_|015851_LUS_1CALOIR7PASPALH_58698000_|010427_LUS_SONHADORES_|028730_LUS_CUMPLICE_66643000_|009690_LUS_RED_|018880_LUS_BUSCIDADEPERD_70117000_|018827_LUS_APRESA_64399000_|012029_LUS_TEKKENOFILME_|024595_LUS_DUPLOIMPACTO_65440000_|000292_LUS_ARTURMINIMEUSVP_|008147_LUS_HOMEMDEFERRO2_|002008_LUS_QUEMQUERSMILION_HD_
547,022541_LUS_RAPTADOS_60344000_|028731_LUS_116DESVIOMILHOES_66381000_|001522_LUS_YOUNGPEOPLEFUCKING_|016321_LUS_RIO_VP_64471000_|000080_LUS_SAW3OLEGADO_|020162_LUS_MISTERIORUA7_63172000_|016589_LUS_METODPERIGOSO_5027000_|021987_LUS_MUNDENCANTGIGI_60283000_VP_|028341_LUS_VISITANTESNAMERICA_53617000_|025076_LUS_SEMTI_61341000_|010965_LUS_BLUEVALENTINE_|020701_LUS_MIRASSASSINO_63171000_|002006_LUS_ADUQUESA_HD_|014159_LUS_HORAPONTA3_|021930_LUS_POCAHONTASVP_27878000_VP_
548,016333_LUS_XMENOINICIO_65291000_|028367_LUS_VIDAN1MOMENTO_67281000_|013673_LUS_ANIMAISUNIDOS_|024858_LUS_CATWOMAN_62067000_|015788_LUS_CAPUCHVERM_NAVENT_65128000_|012606_LUS_ARTUR3GUERRA2MUNDOS_VP_|000292_LUS_ARTURMINIMEUSVP_|002509_LUS_YESMAN_|004354_LUS_HARRYPOTTPRINCMIST_|017847_LUS_GHOSTRIDERVING_63304000_|025690_LUS_TERRAPROMET_65827000_|026459_LUS_DOU1ANO_65849000_|025631_LUS_SOZINHA_65200000_|022536_LUS_OSUBSTITUTO_66413000_|000293_LUS_WINX_VP_
549,016576_LUS_GARFIELD2_65257000_|000102_LUS_BRATZOFILMEVDOB_|012576_LUS_OCODIGOBASE_|016644_LUS_APOLLO18_5439000_|000265_LUS_SAWENIGMAMORTAL_|029107_LUS_DIARPRINCNOIVREAL_55797000_|018855_LUS_ESPELHOMEU_63742000_|002578_LUS_OELEFANTEAZUL_|016574_LUS_HORTONEQUEM_VP_65251000_|000104_LUS_COLECCIONADOROLHOS_|020184_LUS_LOCKOUT_63737000_|016624_LUS_IDADEGELO3_VP_65261000_|017109_LUS_HOMEMNOLIMITE_63401000_|000092_LUS_TURISTAS_|028365_LUS_1CONTODENATAL_52455000_VP_
550,026881_LUS_PEDACINHOPARAISO_61913000_|011406_LUS_TROPAELITE2_|005372_LUS_PLANETA51_VP_|022540_LUS_VINGANCA_61834000_|018874_LUS_ONGBAK3_65814000_|029107_LUS_DIARPRINCNOIVREAL_55797000_|022581_LUS_SABORPAIXAO_56589000_|026461_LUS_DESPERTAR_63765000_|028333_LUS_POKEMON5_55561000_|028488_LUS_TURBULENCIASAMOR_67032000_|010423_LUS_DIADETREINO_|025706_LUS_BRACODIREITSATAN_56325000_|011414_LUS_1MAEEMAPUROS_|011407_LUS_THEDEPARTED_|003150_LUS_DIARIODAPRINCESA_
551,015796_LUS_GATOBOTAS_VP_63550000_|009363_LUS_ULTIMOEXORCISMO_|022011_LUS_ASSIMVENDE1FILME_63551000_|005738_LUS_REIESCORPIAO_|026645_LUS_BALACERTEIRA_67106000_|024205_LUS_AMERICANPIE1VEZ_51394000_|001348_LUS_SAW5_|000104_LUS_COLECCIONADOROLHOS_|027111_LUS_MANUALDAMOR_63585000_|014177_LUS_SPYKIDS4_|016335_LUS_PINGUINSSRPOPPER_65269000_|025684_LUS_ZARAFA_VP_65340000_|013634_LUS_LARRYCROWNE_|010083_LUS_PRECOTRAICAO_|002578_LUS_OELEFANTEAZUL_
552,018827_LUS_APRESA_64399000_|025693_LUS_TUDOPOR1BEBE_64425000_|028347_LUS_PELE_54257000_|024858_LUS_CATWOMAN_62067000_|016600_LUS_XMENCONFRONTO_65292000_|025658_LUS_KICKBOXER3_55744000_|020701_LUS_MIRASSASSINO_63171000_|019934_LUS_1MONSTROPARIS_61442000_VP_|018836_LUS_GETSMARTOLHOVIVO_62092000_|008147_LUS_HOMEMDEFERRO2_|001522_LUS_YOUNGPEOPLEFUCKING_|013673_LUS_ANIMAISUNIDOS_|026516_LUS_CELESTEJESSEMPRE_65219000_|022536_LUS_OSUBSTITUTO_66413000_|004421_LUS_INIMIGOSPUBLICOS_
553,014177_LUS_SPYKIDS4_|003249_LUS_HARRYPOTTERPRISAZK_|017789_LUS_IDSECRETA_65581000_|023531_LUS_VIDASECRETGATOS_53490000_|024205_LUS_AMERICANPIE1VEZ_51394000_|002213_LUS_MAMMAMIA_HD_|025913_LUS_PEQNICOLAS_T2_VOL1_63311_695602D_|014691_LUS_WANTED_|016600_LUS_XMENCONFRONTO_65292000_|020180_LUS_DESCARADAMENTEINFIEIS_64420000_|024537_LUS_TRIBO_59072000_|025076_LUS_SEMTI_61341000_|015171_LUS_GANGSTERAMERICA_59235000_|018836_LUS_GETSMARTOLHOVIVO_62092000_|025114_LUS_CACADORULTIGRTASM_64724000_
554,004421_LUS_INIMIGOSPUBLICOS_|020180_LUS_DESCARADAMENTEINFIEIS_64420000_|002208_LUS_OGLADIADOR_|022541_LUS_RAPTADOS_60344000_|015796_LUS_GATOBOTAS_VP_63550000_|020480_LUS_NALIEUE13ULT_61619000_|019404_LUS_BALASEBOLINHOSREG_55945000_|022536_LUS_OSUBSTITUTO_66413000_|022076_LUS_OSILENCIO_66325000_|026879_LUS_REGRASILENCIO_65567000_|015188_LUS_HOSPICIO_61785000_|009363_LUS_ULTIMOEXORCISMO_|020166_LUS_GRAVIDAMASPOUCO_61648000_|014695_LUS_KILLERELITE_|002509_LUS_YESMAN_
555,001097_LUS_STEPUP_|016321_LUS_RIO_VP_64471000_|016574_LUS_HORTONEQUEM_VP_65251000_|002006_LUS_ADUQUESA_HD_|023518_LUS_SAFEOINTOCAVEL_66511000_|002562_LUS_SCARYMOVIE2_|001080_LUS_HISTINTERMINAVEL_|018789_LUS_EUSOUALENDA_62106000_|028345_LUS_CHIMPASEMPERIGO_55136000_|011998_LUS_KICKASS_|001023_LUS_HOMEMDEFERRO_|024204_LUS_RUCACLUBECO_VOL6_63914_695370D_|024203_LUS_PEQNICOLAS_VOL8_62592_695371D_|015162_LUS_MEDOPROFUNDO_63035000_|025076_LUS_SEMTI_61341000_
556,028345_LUS_CHIMPASEMPERIGO_55136000_|000080_LUS_SAW3OLEGADO_|019932_LUS_AMIGOSIMPROVAVEIS_VP_64400000_|014682_LUS_COLOMBIANA_|002578_LUS_OELEFANTEAZUL_|002509_LUS_YESMAN_|028732_LUS_MEDOPRIMARIO_66502000_|026645_LUS_BALACERTEIRA_67106000_|025913_LUS_PEQNICOLAS_T2_VOL1_63311_695602D_|004795_LUS_ORFA_|000008_LUS_CIDADEBAIXA_|026458_LUS_LADRCOMESTILO_63638000_|000138_LUS_AMOREODESASTRES_|000244_LUS_B13GANGSBAIRRO13_|027490_LUS_TOMASEAMIGANIMZOO_63527_695659D_
557,022079_LUS_ASSASSINOEMIM_62635000_|000069_LUS_TMNTNOVAAVENTURA_|001353_LUS_BUSCAIMPLACAVEL_|014173_LUS_ACTIVPARANORMAL_|010427_LUS_SONHADORES_|017791_LUS_DRIVEDUPLRISC_65661000_|026879_LUS_REGRASILENCIO_65567000_|002691_LUS_SINAISDOFUTURO_|023531_LUS_VIDASECRETGATOS_53490000_|018874_LUS_ONGBAK3_65814000_|018491_LUS_TRES_65031000_|024214_LUS_ANTICRISTO_51899000_|028347_LUS_PELE_54257000_|000265_LUS_SAWENIGMAMORTAL_|016327_LUS_BORAT_65245000_
558,000812_LUS_MATADORAS_|019938_LUS_DAMADEFERRO_65660000_|022536_LUS_OSUBSTITUTO_66413000_|001023_LUS_HOMEMDEFERRO_|005403_LUS_NINJASSASSI_|000076_LUS_OFIELJARDINEIRO_|025684_LUS_ZARAFA_VP_65340000_|023531_LUS_VIDASECRETGATOS_53490000_|000293_LUS_WINX_VP_|012899_LUS_ARVOREDAVIDA_|013673_LUS_ANIMAISUNIDOS_|021931_LUS_TERCEIROPASSO_62028000_|024310_LUS_ANITAVOL1_DIAMAE_63310_695482D_|027490_LUS_TOMASEAMIGANIMZOO_63527_695659D_|028732_LUS_MEDOPRIMARIO_66502000_
559,002027_LUS_DARKKNIGHT_HD_|017847_LUS_GHOSTRIDERVING_63304000_|028488_LUS_TURBULENCIASAMOR_67032000_|025114_LUS_CACADORULTIGRTASM_64724000_|012618_LUS_THEMECHANICOPROFISSIONAL_|026516_LUS_CELESTEJESSEMPRE_65219000_|008413_LUS_ECLIPSE_|016600_LUS_XMENCONFRONTO_65292000_|027114_LUS_AMORELETRAS_65531000_|015171_LUS_GANGSTERAMERICA_59235000_|014691_LUS_WANTED_|001353_LUS_BUSCAIMPLACAVEL_|000265_LUS_SAWENIGMAMORTAL_|003249_LUS_HARRYPOTTERPRISAZK_|002213_LUS_MAMMAMIA_HD_
560,028334_LUS_POKEMON6_65678000_|021285_LUS_MATCASREENCARN_61631000_|018827_LUS_APRESA_64399000_|015188_LUS_HOSPICIO_61785000_|020719_LUS_SCARYMOVIE3_63800000_|024310_LUS_ANITAVOL1_DIAMAE_63310_695482D_|024214_LUS_ANTICRISTO_51899000_|003006_LUS_NOLIMITEDOAMOR_|011406_LUS_TROPAELITE2_|011407_LUS_THEDEPARTED_|000293_LUS_WINX_VP_|015028_LUS_OSSMURFS_64447_|024864_LUS_CISNENEGRO_64470000_|028371_LUS_CONFIANCATRAIDA_67282000_|022011_LUS_ASSIMVENDE1FILME_63551000_
561,025690_LUS_TERRAPROMET_65827000_|002247_LUS_RAPAZPIJAMARISCAS_|018778_LUS_AMYWINEADEUS_64700000_|001857_LUS_TRANSPORTER3_HD_|016575_LUS_GARFIELDFILME_65256000_|001015_LUS_MACACOSESPACO_VP_|029318_LUS_TEMOSFALARSOBKEVIN_65924000_|022536_LUS_OSUBSTITUTO_66413000_|024203_LUS_PEQNICOLAS_VOL8_62592_695371D_|022030_LUS_MARGINAIS_66299000_|016624_LUS_IDADEGELO3_VP_65261000_|028730_LUS_CUMPLICE_66643000_|021930_LUS_POCAHONTASVP_27878000_VP_|002006_LUS_ADUQUESA_HD_|028365_LUS_1CONTODENATAL_52455000_VP_
562,018491_LUS_TRES_65031000_|028365_LUS_1CONTODENATAL_52455000_VP_|025684_LUS_ZARAFA_VP_65340000_|001080_LUS_HISTINTERMINAVEL_|012908_LUS_BEASTLY_|004537_LUS_PARAMINHAIRMA_|015788_LUS_CAPUCHVERM_NAVENT_65128000_|024858_LUS_CATWOMAN_62067000_|000292_LUS_ARTURMINIMEUSVP_|019363_LUS_ESPELHOMEU_VP_63742000_VP_|022077_LUS_HESHER_61764000_|018855_LUS_ESPELHOMEU_63742000_|026516_LUS_CELESTEJESSEMPRE_65219000_|000877_LUS_VEMCOMIGO_|025690_LUS_TERRAPROMET_65827000_
563,028395_LUS_PRINCIPIOINCERTEZA_57758000_|012550_LUS_WINXAVENTURAMAGICA_|004421_LUS_INIMIGOSPUBLICOS_|017109_LUS_HOMEMNOLIMITE_63401000_|027117_LUS_10ANOSDEPOIS_66422000_|009690_LUS_RED_|016631_LUS_JUSTICA_62092000_|012908_LUS_BEASTLY_|028334_LUS_POKEMON6_65678000_|028354_LUS_VIDASELVAGEMFILME_67297000_|028369_LUS_CENARIOMORTAL_67324000_|028730_LUS_CUMPLICE_66643000_|000291_LUS_ASTERIXVIKINGSVP_|018491_LUS_TRES_65031000_|013634_LUS_LARRYCROWNE_
564,005738_LUS_REIESCORPIAO_|010083_LUS_PRECOTRAICAO_|000055_LUS_TCAESMERECEMCEU_|024310_LUS_ANITAVOL1_DIAMAE_63310_695482D_|010427_LUS_SONHADORES_|028347_LUS_PELE_54257000_|017866_LUS_VERGONHA_63394000_|026515_LUS_CATCH44_63349000_|002008_LUS_QUEMQUERSMILION_HD_|000152_LUS_DUMBO_|022536_LUS_OSUBSTITUTO_66413000_|024607_LUS_AMITYVILLE_64985000_|021942_LUS_NATALPERDIDO_65362000_|026441_LUS_SPINRITMLAT_58364000_|002205_LUS_ENGATE_
565,014691_LUS_WANTED_|026459_LUS_DOU1ANO_65849000_|000138_LUS_AMOREODESASTRES_|017866_LUS_VERGONHA_63394000_|025071_LUS_CRONARNIAVIAGCAMALV_64467000_|001015_LUS_MACACOSESPACO_VP_|000209_LUS_PAPUCAEDENTUCA_|026458_LUS_LADRCOMESTILO_63638000_|001080_LUS_HISTINTERMINAVEL_|014177_LUS_SPYKIDS4_|001353_LUS_BUSCAIMPLACAVEL_|021995_LUS_MORTENEGRA_60346000_|012550_LUS_WINXAVENTURAMAGICA_|008413_LUS_ECLIPSE_|014173_LUS_ACTIVPARANORMAL_
566,027117_LUS_10ANOSDEPOIS_66422000_|015175_LUS_NSEICELACONSEGUE_62846000_|025690_LUS_TERRAPROMET_65827000_|012550_LUS_WINXAVENTURAMAGICA_|026458_LUS_LADRCOMESTILO_63638000_|011979_LUS_SAW6_|028333_LUS_POKEMON5_55561000_|025631_LUS_SOZINHA_65200000_|001015_LUS_MACACOSESPACO_VP_|000055_LUS_TCAESMERECEMCEU_|010427_LUS_SONHADORES_|018789_LUS_EUSOUALENDA_62106000_|021960_LUS_DARKTIDE_66294000_|028345_LUS_CHIMPASEMPERIGO_55136000_|000293_LUS_WINX_VP_
567,025655_LUS_FOGCONTRAFOG_65786000_|004795_LUS_ORFA_|028371_LUS_CONFIANCATRAIDA_67282000_|018874_LUS_ONGBAK3_65814000_|026902_LUS_GRANDEDIA_63777000_|026515_LUS_CATCH44_63349000_|012017_LUS_AULTIMANOITE_|000209_LUS_PAPUCAEDENTUCA_|002509_LUS_YESMAN_|014173_LUS_ACTIVPARANORMAL_|021994_LUS_FILHOSHUANGSHI_58175000_|028354_LUS_VIDASELVAGEMFILME_67297000_|004537_LUS_PARAMINHAIRMA_|022581_LUS_SABORPAIXAO_56589000_|025913_LUS_PEQNICOLAS_T2_VOL1_63311_695602D_
568,019932_LUS_AMIGOSIMPROVAVEIS_VP_64400000_|028731_LUS_116DESVIOMILHOES_66381000_|017791_LUS_DRIVEDUPLRISC_65661000_|011003_LUS_GNOMEUEJULIETA_VP_|007405_LUS_ASTROBOY_|015162_LUS_MEDOPROFUNDO_63035000_|026516_LUS_CELESTEJESSEMPRE_65219000_|025684_LUS_ZARAFA_VP_65340000_|025655_LUS_FOGCONTRAFOG_65786000_|009382_LUS_VINGSUPRHOMFERRO_|025701_LUS_SNITCH_63868000_|024586_LUS_KILLIRISHMAN_66731000_|029647_LUS_ROMANCEARRISCADO_55158000_|024214_LUS_ANTICRISTO_51899000_|028364_LUS_1CONTODENATAL_52455000_VO_
569,022536_LUS_OSUBSTITUTO_66413000_|011979_LUS_SAW6_|021994_LUS_FILHOSHUANGSHI_58175000_|015788_LUS_CAPUCHVERM_NAVENT_65128000_|024227_LUS_PATOLOGIA_59218000_|012017_LUS_AULTIMANOITE_|016624_LUS_IDADEGELO3_VP_65261000_|000812_LUS_MATADORAS_|018778_LUS_AMYWINEADEUS_64700000_|009363_LUS_ULTIMOEXORCISMO_|026458_LUS_LADRCOMESTILO_63638000_|024607_LUS_AMITYVILLE_64985000_|011405_LUS_OEXORCISMO_|004798_LUS_PORAMOR_|004795_LUS_ORFA_
